text,primary_emotion,secondary_emotion
I hate working on Software Engineering while completing homework yet i am improving continuously in software engineering while completing homework.,Frustrated,Confident
I find AWS extremely difficult while practicing coding while i am frustrated with aws while practicing coding.,Confused,Frustrated
I am unable to understand Operating Systems while preparing for interviews while i always fail in operating systems while preparing for interviews.,Confused,Frustrated
I want to master Data Structures while practicing coding.,Curious,
I keep getting confused whenever I study SQL while solving previous papers.,Confused,
I completed my C++ assignment successfully while writing code.,Confident,
I solved all the problems in Deep Learning while building projects.,Confident,
I am not interested in Azure anymore during online classes yet i feel like giving up on azure during online classes.,Bored,Frustrated
I keep getting confused whenever I study Calculus while attending lectures.,Confused,
I don't understand why my solution is wrong in Computer Vision before exams.,Confused,
I find React repetitive while preparing notes.,Bored,
I read the topic many times but still don't understand Git while debugging.,Confused,
I want to build projects using Ethical Hacking while solving previous papers.,Curious,
I keep making the same mistakes in Discrete Mathematics while attending lectures.,Frustrated,
I feel completely lost while studying SQL while preparing notes.,Confused,
I get confused every time I practice Chemistry before exams.,Confused,
I don't know how to solve Software Engineering during lab sessions.,Confused,
I feel completely lost while studying Cloud Computing while building projects at the same time i feel like giving up on cloud computing while building projects.,Confused,Frustrated
I spent hours studying Ethical Hacking but still failed before exams even though i built a complete application using ethical hacking before exams.,Frustrated,Confident
I enjoy solving difficult problems in Data Science while preparing notes even though i always get confused between similar topics in data science while preparing notes.,Curious,Confused
I cannot solve even simple problems in Compiler Design while attending lectures.,Frustrated,
I don't enjoy learning React anymore while completing homework.,Bored,
I worked very hard but still don't understand Compiler Design while writing code.,Frustrated,
I enjoy solving difficult problems in Blockchain while debugging at the same time i don't know which approach to use in blockchain while debugging.,Curious,Confused
