text,Bored,Confident,Confused,Curious,Frustrated
I can complete Flutter tasks without help while preparing for interviews.,0,1,0,0,0
I am tired of debugging Algorithms while building projects although i can complete algorithms tasks without help while building projects.,0,1,0,0,1
I enjoy asking questions about Linear Algebra while debugging even though i cannot differentiate the concepts in linear algebra while debugging.,0,0,1,1,0
I feel bored while studying Flutter while debugging at the same time i read the topic many times but still don't understand flutter while debugging.,1,0,1,0,0
I can teach GitHub to my friends during lab sessions.,0,1,0,0,0
I read the topic many times but still don't understand Operating Systems while solving previous papers.,0,0,1,0,0
I always get confused between similar topics in Docker while building projects.,0,0,1,0,0
I am improving continuously in Cyber Security while building projects.,0,1,0,0,0
I keep getting confused whenever I study Physics while completing homework and i cannot solve even simple problems in physics while completing homework.,0,0,1,0,1
I am interested in advanced Docker concepts while writing code while i cannot understand the examples of docker while writing code.,0,0,1,1,0
I enjoy learning Calculus while writing code.,0,0,0,1,0
I am tired of debugging Ethical Hacking during lab sessions.,0,0,0,0,1
I feel lazy whenever I open Machine Learning during online classes.,1,0,0,0,0
I can complete Blockchain tasks without help while practicing coding.,0,1,0,0,0
I want to explore research in IoT during lab sessions at the same time i don't feel excited about iot during lab sessions.,1,0,0,1,0
I believe I have mastered Ethical Hacking while debugging and i want to build innovative solutions using ethical hacking while debugging.,0,1,0,1,0
I am confident in Calculus while preparing for interviews.,0,1,0,0,0
I want to improve my knowledge in Discrete Mathematics while preparing notes but i feel sleepy while studying discrete mathematics while preparing notes.,1,0,0,1,0
I completed my project using Ethical Hacking successfully while completing homework.,0,1,0,0,0
I solved all the problems in Docker while attending lectures.,0,1,0,0,0
I can teach Calculus to my friends before exams and i cannot solve even simple problems in calculus before exams.,0,1,0,0,1
I hate working on Docker while practicing coding because i enjoy solving advanced docker problems while practicing coding.,0,1,0,0,1
I can solve difficult C++ questions during lab sessions yet i want to build projects using c++ during lab sessions.,0,1,0,1,0
I lose confidence every time I study C++ while solving previous papers.,0,0,0,0,1
I don't know how to solve Statistics while solving previous papers although i want to build innovative solutions using statistics while solving previous papers.,0,0,1,1,0
I keep asking questions because CSS confuses me while debugging.,0,0,1,0,0
I want to learn beyond my syllabus in HTML while building projects.,0,0,0,1,0
I feel mentally tired because of GitHub while solving previous papers.,0,0,0,0,1
I scored excellent marks in Discrete Mathematics during lab sessions.,0,1,0,0,0
I feel sleepy while studying Algorithms while building projects yet i lose confidence every time i study algorithms while building projects.,1,0,0,0,1
I understand Ethical Hacking very well while solving assignments.,0,1,0,0,0
I enjoy solving advanced Operating Systems problems during lab sessions.,0,1,0,0,0
I scored excellent marks in React while practicing coding.,0,1,0,0,0
I want to master Data Science while practicing coding.,0,0,0,1,0
I want to build innovative solutions using C++ while reading textbooks.,0,0,0,1,0
I want to know more about C while debugging.,0,0,0,1,0
I postpone studying CSS because it feels boring during online classes.,1,0,0,0,0
I postpone studying Azure because it feels boring while completing homework.,1,0,0,0,0
I can answer any question related to Python while solving assignments at the same time i want to know more about python while solving assignments.,0,1,0,1,0
I don't know where I am making mistakes in React while debugging because i want to learn real-world applications of react while debugging.,0,0,1,1,0
I am not interested in Flutter anymore while preparing for interviews.,1,0,0,0,0
I can debug Algorithms programs easily while studying late at night.,0,1,0,0,0
I don't feel motivated to study Flutter while reading textbooks.,1,0,0,0,0
I feel completely lost while studying Node.js while completing homework because i always fail in node.js while completing homework.,0,0,1,0,1
I want to participate in competitions related to Android Development during online classes.,0,0,0,1,0
I enjoy asking questions about Java while preparing notes.,0,0,0,1,0
I read the topic many times but still don't understand Compiler Design while preparing notes although i feel overwhelmed while studying compiler design while preparing notes.,0,0,1,0,1
I am excited to study Mathematics while preparing notes.,0,0,0,1,0
I can debug Physics programs easily while preparing notes.,0,1,0,0,0
I worked very hard but still don't understand Cloud Computing while completing homework and i completed my project using cloud computing successfully while completing homework.,0,1,0,0,1
I keep getting confused whenever I study Algorithms while solving previous papers however i hate working on algorithms while solving previous papers.,0,0,1,0,1
I want to build projects using Operating Systems while debugging.,0,0,0,1,0
I read the topic many times but still don't understand Algorithms while preparing notes but i keep failing while practicing algorithms while preparing notes.,0,0,1,0,1
I solved all the problems in Computer Architecture while preparing for interviews.,0,1,0,0,0
I feel completely lost while studying Cyber Security while reading textbooks.,0,0,1,0,0
I enjoy exploring new ideas in Flutter while preparing notes.,0,0,0,1,0
I want to master Linux while debugging but i enjoy helping others understand linux while debugging.,0,1,0,1,0
I can solve difficult DBMS questions during lab sessions.,0,1,0,0,0
I am confident in Algorithms while building projects although i want to understand every concept of algorithms while building projects.,0,1,0,1,0
I feel exhausted attending NLP lectures while completing homework but i am exhausted after practicing nlp while completing homework.,1,0,0,0,1
I can teach Kubernetes to my friends while writing code.,0,1,0,0,0
I am confident in Android Development while building projects although i enjoy asking questions about android development while building projects.,0,1,0,1,0
I don't know how to solve Data Structures while studying late at night while i keep failing while practicing data structures while studying late at night.,0,0,1,0,1
I enjoy helping others understand Docker while building projects.,0,1,0,0,0
I hate working on GitHub before exams.,0,0,0,0,1
I want to master JavaScript while practicing coding.,0,0,0,1,0
I keep asking questions because C confuses me while solving previous papers however i want to participate in competitions related to c while solving previous papers.,0,0,1,1,0
I enjoy solving difficult problems in Mathematics during online classes.,0,0,0,1,0
I feel exhausted attending Python lectures while studying late at night yet i keep forgetting the concepts of python while studying late at night.,1,0,1,0,0
